scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C356,Pradhan Mantri Awas Yojana - Urban,central,Any,18,Any,0,1800000,Any,Any,Any,Any,Any,A flagship mission implemented by MoHUA/ addressing urban housing shortage. The beneficiaries include Economically Weaker Section (EWS) / Low Income Group (LIG) and Middle Income Group (MIG) categories/ including slum dwellers/ by ensuring a pucca house to all eligible urban households by 2022.,
C357,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Graduate,Pradhan Mantri Bhartiya Janaushadhi Pariyojana was launched by the Department of Pharmaceuticals/ in November 2008. Under the scheme/ dedicated outlets known as Janaushadhi Kendras are opened to make quality generic medicines available to all at affordable prices.,
C358,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM-DAKSH),central,Any,18,45,Any,Any,Any,Any,Un-employed,Any,Any,The scheme "PM-DAKSH"/ launched by the Ministry of Social Justice & Empowerment (MoSJ&E)/ aims to empower socially/ educationally/ and economically marginalized groups like SCs/ OBCs/ EWS/ DNTs/ Safai Mitras/ and Waste Pickers by enhancing their skills through high-quality training.,
C359,Pradhan Mantri Fasal Bima Yojna (PMFBY),central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,Pradhan Mantri Fasal Bima Yojana was launched in  2016 with the aim to support farmers by providing an affordable comprehensive risk cover for crops.,
C360,Pradhan Mantri Formalisation Of Micro Food Processing Enterprises,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Secondary,Launched on 29th June 2020/ PMFMPE is a Centrally Sponsored Scheme by the MoFPI/ designed to address the challenges faced by the micro enterprises and to tap the potential of groups and cooperatives in supporting the upgradation and formalization of these enterprises.,
C361,Pradhan Mantri Kisan Urja Suraksha Evam Utthan Mahabhiyan Scheme For Farmers.,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,Pradhan Mantri Kisan Urja Surakshaevam Utthaan Mahabhiyan Yojana (PM-KUSUM Scheme) was launched in March 2019 by the Ministry of New and Renewable Energy (MNRE)/ to subsidize farmers to install solar irrigation pumps for cultivation. Each farmer will receive a 60% subsidy.,
C362,Pradhan Mantri Krishi Sinchayee Yojana: Per Drop More Crop,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The scheme “Pradhan Mantri Krishi Sinchayee Yojana: Per Drop More Crop” was launched by the Dept. of Agriculture & Farmers Welfare/ Ministry of Agriculture & Farmers Welfare/ Govt. of India on 1st July 2015. The scheme mainly focuses on water use efficiency at farm level through Micro Irrigation.,
C363,Pradhan Mantri Matru Vandana Yojana,central,Any,19,Any,Any,Any,Female,Any,Any,Any,Any,The scheme is to provide maternity benefits to women belonging to socially and economically disadvantaged sections of society. For first child the maternity benefit of ₹5/000 is provided in two instalments under PMMVY and second child/ it is ₹6/000 is to be provided subject to second child is girl.,
C364,Pradhan Mantri Matsya Kisan Samridhi Sah-yojana (PM-MKSSY): COMPONENT 1A: Formalization of Fisheries Sector and  Capital Financing,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme aims to formalise fisheries microenterprises and facilitate their access to institutional working capital finance through small grants and credit intermediaries. It benefits fisheries sector stakeholders registered on NFDP with verifiable credit needs and valid bank accounts.,
C365,Pradhan Mantri Matsya Kisan Samridhi Sah-yojana (PM-MKSSY): COMPONENT 1B: One-Time Incentive for the Adoption of Aquaculture Insurance,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The Component 1B of PM-MKSSY provides a one-time incentive to eligible applicants who have availed institutional credit for fisheries-related activities. The objective is to encourage formal credit adoption and support the repayment capacity of fisheries microenterprises.,
C366,Pradhan Mantri Matsya Sampada Yojana,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Introduced by the Department of Fisheries/ Pradhan Mantri Matsya Sampada Yojana (PMMSY) is a scheme to bring about ecologically healthy/ economically viable/ and socially inclusive development of the fisheries sector of India.,
C367,Pradhan Mantri Mudra Yojana,central,Any,18,65,Any,Any,Any,Any,Self-employed,Any,Any,Pradhan Mantri Mudra Yojana (PMMY) is  a flagship scheme of Government of India. It facilitates micro credit/Loan upto Rs. 20 lakhs to income generating micro enterprises engaged in the non farm sector in manufacturing/ processing/ trading or service sector including activities allied to agriculture,
C368,Pradhan Mantri Rashtriya Bal Puraskar,central,Any,5,18,Any,Any,Any,Any,Any,Any,Any,The Pradhan Mantri Rashtriya Bal Puraskar (PMRBP) is organized to celebrate the energy/ determination/ ability/ zeal/ and enthusiasm of our children.,
C369,Pradhan Mantri Suraksha Bima Yojana,central,Any,18,70,Any,Any,Any,Any,Any,Any,Any,An Accident Insurance Scheme offering accidental death and disability cover for death or disability on account of an accident.,
C370,Pradhan Mantri Uchchatar Shiksha Protsahan (PM-USP) Central Sector Scheme of Scholarship for College and University students,central,Any,18,25,0,450000,Any,Any,Student,Any,Graduate,A scholarship scheme by the Dept. of Higher Education to provide financial assistance to meritorious students from poor families to meet a part of their day-to-day expenses while pursuing higher studies. The scholarships are awarded on the basis of results of Higher Secondary / Class 12th Board Exam,
C371,Pradhan Mantri Uchchatar Shiksha Protsahan Yojana - Special Scholarship Scheme for Jammu & Kashmir and Ladakh,central,Any,17,22,0,800000,Any,Any,Student,Any,Secondary,This initiative provides academic fees and maintenance allowances to support students from Jammu & Kashmir and Ladakh pursuing higher education outside the Union Territories,
C372,Pradhan Mantri Uchchatar Shiksha Protsahan Yojana: Central Sector Interest Subsidy Scheme,central,Any,Any,Any,0,450000,Any,Any,Student,Any,Graduate,The scheme provides full interest subsidy during the moratorium period on loan availed under Model Education Loan Scheme of Indian Banks’ Association (IBA) to students belonging to economically weaker sections whose annual parental income is up to ₹4.5 Lakhs from all sources.,
C373,Pradhan Mantri Ujjwala Yojana,central,Any,18,Any,Any,Any,Female,Any,Any,Any,Any,A scheme by Ministry of Petroleum and Natural Gas for Providing free LPG connections to women belonging to the Below Poverty Line (BPL) households.,
C374,Pradhan Mantri Ujjwala Yojana 2.0,central,Any,18,Any,Any,Any,Female,Any,Any,Any,Any,Ministry of Petroleum and Natural Gas (MOPNG)/ introduced the ‘"Pradhan Mantri Ujjawala Yojana 2.0" in India. The Pradhan Mantri Ujjawala Yojana (PMUY) is a scheme launched by the Government of India in 2016 to provide free LPG (liquefied petroleum gas) connections to women from below-poverty-line.,
C375,Pradhan Mantri Vidyalaxmi (PM-Vidyalaxmi) Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,The "Pradhan Mantri Vidyalaxmi (Pm-vidyalaxmi) Scheme" aims to provide financial support for higher education through education loans. Under this scheme/ financial assistance of up to ₹10/00/000/- is provided to meritorious students seeking admission to domestic institutions.,
C376,Pragati Scholarship Scheme For Girl Students (Technical Degree),central,Any,Any,Any,0,800000,Female,Any,Student,Any,Graduate,A scholarship scheme by MoE for Girl Students admitted in 1st or 2nd Year of the technical degree course in an AICTE approved institution. The benefits are provided for max. 4 years for first-year admitted students and max. 3 years for second-year admitted students through lateral entry.,
C377,Pragati Scholarship Scheme For Girl Students (Technical Diploma),central,Any,Any,Any,0,800000,Female,Any,Student,Any,Secondary,A scholarship scheme by AICTE for Girl Students admitted in 1st or 2nd Year of the technical diploma course in an AICTE approved institution. The benefits are provided for a period of max. of 3 years for first-year students and a max. of 2 years for second-year admitted students (later entry).,
C378,Pratyaksh Hanstantrit Labh / Direct Benefits Transfer For LPG,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,PAHAL (DBTL) has been introduced to curb the diversion of subsidized LPG. Under the scheme/ Consumers will pay the market price for the domestic cylinder and the subsidy will be transferred directly to their bank account,
C379,Pravasi Bharatiya Bima Yojana,central,Any,18,65,Any,Any,Any,Any,Private-employed,Any,Any,A mandatory insurance scheme by Ministry of External Affairs (MEA) for safeguarding the interests of Indian emigrant workers falling under Emigration Check Required (ECR) category going for overseas employment to ECR countries.,
C380,Pre Matric Scholarship For Minorities,central,Any,Any,Any,0,100000,Any,Any,Student,Any,Any,A scholarship scheme by Ministry of Minority Affairs for students from minority communities studying in Class 1st to Class 10th in India in a government or private school/ including such residential Government institutes and eligible private institutes selected and notified in a transparent manner.,
C381,Pre Matric Scholarship For Scheduled Tribe Students,central,Any,Any,Any,0,200000,Any,Any,Student,Any,Any,A scholarship scheme by Ministry of Tribal Affairs for regular/ full time students from Scheduled Tribe studying in Class 9th and 10th/ in a Government School or in a School recognized by Govt. or a Central/State Board of Secondary Education.,
C382,Pre Matric Scholarship For Students With Disabilities,central,Any,Any,Any,0,250000,Any,Any,Student,Yes,Any,A scholarship scheme by DoEPwDs for Students with Disabilities (SwDs) studying in class 9th and class 10th in a government school or a school recognized by the government or CBSE or State Board. This includes persons with visual/ hearing/ speech/ loco-motor/ mental retardation & other disabilities.,
C383,Pre- Matric Scholarships Scheme for Scheduled Castes & Others,central,Any,Any,Any,0,250000,Any,Any,Student,Any,Any,The Pre-Matric Scholarship Scheme for Scheduled Castes & others is a Centrally Sponsored Scheme implemented by the Ministry of Social Justice and Empowerment/ Government of India.,
